precio|enlace|descripcion|area|habitaciones|banios|pais|localidad|region|direccion|latitude|longitude
$ 79,000|/inmueble/622d-995d-ab2bfd82-eb716553fc18-492e|Terreno en  Urbanización El Golf De Huampaní, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Urbanización El Golf De Huampaní, Lurigancho-chosica, Perú|-11.9704068|-76.79928799999999
$ 135,000|/inmueble/451488|Terreno en  4whg+vmq, Puente Piedra 15118, Perú||||PE|Puente Piedra, Lima|Lima Departamento|4whg+vmq, Puente Piedra 15118, Perú|-11.87052879039948|-77.07283424603233
$ 82,000|/inmueble/7dd7-a817-69c93bb2-8729e1a93d06-4fbc|Terreno en  Condominio Alto Bujama, Carretera Panamericana Sur, Asia, Perú||||PE|Mala, Cañete|Lima Departamento|Condominio Alto Bujama, Carretera Panamericana Sur, Asia, Perú|-12.7215268|-76.62761569999999
$ 46,000|/inmueble/448297|Terreno en  Condominio Fundo Pradera, 1s, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Condominio Fundo Pradera, 1s, Asia, Perú|-12.7188391|-76.6115935
$ 1,100,000|/inmueble/533820|Terreno en  Santiago De Surco, Lima||||PE|Santiago de Surco, Lima|Lima Departamento||-12.101543108391844|-76.97015346295166
$ 930,000|/inmueble/494050|Terreno en  Santa Maria Del Mar, Lima||||PE|Santa Maria del Mar, Lima|Lima Departamento||-12.0683817|-77.0259281
$ 120,000|/inmueble/461549|Terreno en  Lote 1, Ca. 6 34, Santa Rosa 15123, Perú||||PE|Santa Rosa, Lima|Lima Departamento|Lote 1, Ca. 6 34, Santa Rosa 15123, Perú|-11.798781980752425|-77.17683221435547
$ 1|/inmueble/4311-b902-46c1ae6d-9080c8e43e9f-46d4|Terreno en  Santa Clara, Ate, Perú||||PE|Santa Clara, Ate, Lima|Lima Departamento|Santa Clara, Ate, Perú|-12.0199542|-76.88650849999999
$ 150,000|/inmueble/593458|Terreno en  Chorrillos, Lima||||PE|Chorrillos, Lima|Lima Departamento||-12.16679|-77.0263259
$ 1,300,000|/inmueble/588248|Terreno en  Av. José Carlos Mariátegui, Ate, Perú||||PE|Santa Clara, Ate, Lima|Lima Departamento|Av. José Carlos Mariátegui, Ate, Perú|-12.0107136|-76.8287239
$ 210,000|/inmueble/475014|Terreno en  Jirón Los Amancaes, Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Jirón Los Amancaes, Surco, Perú|-12.1276764|-76.9677697
$ 290,000|/inmueble/576775|Terreno en  Punta Negra, Perú||||PE|Punta Negra, Lima|Lima Departamento|Punta Negra, Perú|-12.3648751|-76.79454679999999
$ 3,900|/inmueble/d756-bfb9-a9c28ce9-a3450ea4d5d7-42cd|Terreno en  Huacho, Huaura||||PE|Huacho, Huaura|Lima Departamento||-11.1227218|-77.61056789999999
$ 850,000|/inmueble/434282|Terreno en  San Antonio, Lima||||PE|San Antonio, Miraflores, Lima|Lima Departamento||-12.1219859|-77.0068552
$ 180,000|/inmueble/7ea2-aa5c-41b54b51-47878412c7ef-4b34|Terreno en  Cervantes 169, Cercado De Lima, Perú||||PE|Cercado de Lima, Lima|Lima Departamento|Cervantes 169, Cercado De Lima, Perú|-12.0625362|-77.0423351
$ 270,000|/inmueble/463218|Terreno en  El Trebol, Los Olivos, Perú||||PE|Los Olivos, Lima|Lima Departamento|El Trebol, Los Olivos, Perú|-12.0070665|-77.0729954
$ 26,615|/inmueble/458695|Terreno en  Hualmay, Huaura||||PE|Hualmay, Huaura|Lima Departamento||-11.092232|-77.6029731
$ 870,000|/inmueble/18c4-a48b-5338fc66-e595680bf9c2-4309|Terreno en  Jirón Pastaza 850, Breña 15083, Perú||||PE|28 De Julio, Breña, Lima|Lima Departamento|Jirón Pastaza 850, Breña 15083, Perú|-12.05951286351213|-77.05579864788513
$ 225,000|/inmueble/465700|Terreno en  M5v4+frc, Punta Hermosa 15846, Perú||||PE|Lurin, Lima|Lima Departamento|M5v4+frc, Punta Hermosa 15846, Perú|-12.306744914832851|-76.84358772911375
$ 270,000|/inmueble/562990|Terreno en  Calle Pacifico & Culebrillas, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Calle Pacifico & Culebrillas, Lurín, Perú|-12.3013863|-76.84860359999999
$ 38,000|/inmueble/451044|Terreno en  Calle Cesar Vallejo 246, Huaral 15202, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Calle Cesar Vallejo 246, Huaral 15202, Perú|-11.496517|-77.211773
$ 38,999|/inmueble/620555|Terreno en  San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú||||PE|Pachacamac, Lima|Lima Departamento|San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú|-12.1546194|-76.8503281
$ 75,000|/inmueble/1f86-8f64-ea320e88-b8bdd9444fd-4318|Terreno en  Condominio Fundo Pradera, 1s, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Condominio Fundo Pradera, 1s, Asia, Perú|-12.7188391|-76.6115935
$ 80,000|/inmueble/3ab5-bc78-76086c6e-5eaaf02be7c1-46f6|Terreno en  Gqjg+xp6, Huaral 15201, Perú||||PE|Huaral Distrito, Huaral|Lima Departamento|Gqjg+xp6, Huaral 15201, Perú|-11.467614054776027|-77.22217617239988
$ 20,000|/inmueble/446254|Terreno en  26j5+wfg, Lurigancho-chosica 15464, Perú|90m2|||PE|Chaclacayo, Lima|Lima Departamento|26j5+wfg, Lurigancho-chosica 15464, Perú|-11.966799|-76.790669
$ 23,000|/inmueble/d1b-a054-40c7014-a7f41b1df029-4415|Terreno en  F6pv+x5 Chilca, Perú||||PE|Chilca, Cañete|Lima Departamento|F6pv+x5 Chilca, Perú|-12.512521106081453|-76.75705588693849
$ 1,400,000|/inmueble/456937|Terreno en  691, Cercado De Lima 15082, Perú|70,000m2|||PE|Aurora, Miraflores, Lima|Lima Departamento|691, Cercado De Lima 15082, Perú|-12.046373|-77.042754
$ 1,654,800|/inmueble/a1e2-bbcf-c973976d-2d8624b44b29-3ff1|Terreno en  Mala, Cañete||||PE|Mala, Cañete|Lima Departamento||-12.687412|-76.647842
(Precio a consultar)|/inmueble/591780|Terreno en  Av. Los Conquistadores 740, San Isidro, Perú||||PE|El Olivar, San Isidro, Lima|Lima Departamento|Av. Los Conquistadores 740, San Isidro, Perú|-12.1034729|-77.0368989
$ 29,500|/inmueble/428270|Terreno en  Cercado De Lima, Lima||||PE|Cercado de Lima, Lima|Lima Departamento||-11.838428|-77.050734
$ 50,000|/inmueble/467789|Terreno en  A3, Carabayllo 15122, Perú||||PE|Carabayllo, Lima|Lima Departamento|A3, Carabayllo 15122, Perú|-11.839360588661911|-77.07206258952635
$ 1|/inmueble/375584|Terreno en  Rinconada Del Lago, La Molina, Lima, Lima, Peru|13,400m2|||PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Rinconada Del Lago, La Molina, Lima, Lima, Peru|-12.0959037|-76.9254134
$ 70,000|/inmueble/543594|Terreno en  Huertos De Manchay, Huertos De Manchay, Avenida Victor Malasquez, Pachacamac, Perú||||PE|La Victoria, Lima|Lima Departamento|Huertos De Manchay, Huertos De Manchay, Avenida Victor Malasquez, Pachacamac, Perú|-12.1243411|-76.8724101
$ 1,101,375|/inmueble/604680|Terreno en  Jirón Libertad, San Miguel, Perú||||PE|Pando, San Miguel, Lima|Lima Departamento|Jirón Libertad, San Miguel, Perú|-12.0833|-77.09497999999999
$ 90,000|/inmueble/619457|Terreno en  Vivienda Villa El Salvador, Cercado De Lima, Perú||||PE|Villa El Salvador, Lima|Lima Departamento|Vivienda Villa El Salvador, Cercado De Lima, Perú|-12.222706|-76.9502629
$ 520,000|/inmueble/65e2-8aac-7d73372a-96011e48f0e5-4299|Terreno en  Boccioni 483, Lima, Perú||||PE|San Borja, Lima|Lima Departamento|Boccioni 483, Lima, Perú|-12.0919896|-76.9963246
$ 1,958,000|/inmueble/421173|Terreno en  La Victoria, Lima||||PE|La Victoria, Lima|Lima Departamento||-12.0663375|-77.0097091
$ 195,000|/inmueble/9880-92bf-1fbd7040-2e1d1b6cb3f8-4203|Terreno en  San Roque, Avenida Tomás Marsano, Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|San Roque, Avenida Tomás Marsano, Surco, Perú|-12.1430144|-76.99100899999999
$ 1,313,000|/inmueble/363388|Terreno en  Urb. Los Huertos De Naranjal - Av, Central, San Martin De Porres, Lima, Lima, Peru|2,020m2|||PE|Los Olivos, Lima|Lima Departamento|Urb. Los Huertos De Naranjal - Av, Central, San Martin De Porres, Lima, Lima, Peru|-11.9569117|-77.0808947
$ 50,000|/inmueble/400957|Terreno en  Torreblanca, Carabayllo, Peru|120m2|||PE|Carabayllo, Lima|Lima Departamento|Torreblanca, Carabayllo, Peru|-11.8535033|-77.0003067
$ 600,000|/inmueble/e44c-b1cc-5498ee40-23d31c90f57d-442e|Terreno en  La Victoria, Lima||||PE|La Victoria, Lima|Lima Departamento||-12.0711083|-77.02070979999999
$ 280,000|/inmueble/580596|Terreno en  Nueva Toledo, Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Nueva Toledo, Cieneguilla, Perú|-12.0992532|-76.7888665
$ 120,000|/inmueble/363421|Terreno en  Condominio Las Colinas De Puerto Viejo, San Antonio, Perú|1,500m2|||PE|San Antonio, Cañete|Lima Departamento|Condominio Las Colinas De Puerto Viejo, San Antonio, Perú|-12.5863188|-76.6809744
$ 104,600|/inmueble/466957|Terreno en  Santa Cruz De Flores, Cañete||||PE|Santa Cruz De Flores, Cañete|Lima Departamento||-12.5921229|-76.6221371
$ 25,000|/inmueble/423804|Terreno en  Condominio Rivera Del Mar, Rivera Del Mar, San Luis De Cañete, Perú||||PE|San Luis, Cañete|Lima Departamento|Condominio Rivera Del Mar, Rivera Del Mar, San Luis De Cañete, Perú|-13.0536339|-76.4660641
$ 56,000|/inmueble/442998|Terreno en  Urb. Mirasol De Huampani Vi Etapa, Chosica, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Urb. Mirasol De Huampani Vi Etapa, Chosica, Lurigancho-chosica, Perú|-11.9687756|-76.8085182
$ 72,000|/inmueble/b9a8-974e-6cf96af1-aa4a0f1274a8-48b8|Terreno en  Santo Cristo, Mala, Perú||||PE|Mala, Cañete|Lima Departamento|Santo Cristo, Mala, Perú|-12.6890941|-76.6348846
$ 23,500|/inmueble/442434|Terreno en  G6mf+6j Pucusana, Perú||||PE|Pucusana, Lima|Lima Departamento|G6mf+6j Pucusana, Perú|-12.467|-76.776
$ 155,000|/inmueble/19c8-9e49-f5cd8d63-8672045717a8-471f|Terreno en  San Francisco De Tablada De Lurin Zona Antigua, Villa María Del Triunfo, Perú||||PE|Villa Maria del Triunfo, Lima|Lima Departamento|San Francisco De Tablada De Lurin Zona Antigua, Villa María Del Triunfo, Perú|-12.1953284|-76.9268541
$ 155,000|/inmueble/436915|Terreno en  Jirón Sta. Ana, Santa María 15138, Perú||||PE|Huacho, Huaura|Lima Departamento|Jirón Sta. Ana, Santa María 15138, Perú|-11.0811999|-77.5856294
$ 455,500|/inmueble/932f-a9f3-8c7a1da7-9ce34c60ce52-4770|Terreno en  Calle 2 De Mayo 250, San Miguel, Perú||||PE|Maranga, San Miguel, Lima|Lima Departamento|Calle 2 De Mayo 250, San Miguel, Perú|-12.0790117|-77.1056633
$ 155,000|/inmueble/386336|Terreno en  Av Pachacutec 62, Villa El Salvador, Lima, Perú||||PE|Cercado de Lima, Lima|Lima Departamento|Av Pachacutec 62, Villa El Salvador, Lima, Perú|-12.2067341|-76.92844749999999
$ 58,990|/inmueble/503045|Terreno en  Calango Country Club, San Antonio, Perú||||PE|Calango, Cañete|Lima Departamento|Calango Country Club, San Antonio, Perú|-12.5500935|-76.6042848
$ 338,025|/inmueble/4cf8-96a8-455437b0-1f1a37d3b54f-454c|Terreno en  Las Cantutas 732, Lima 15023, Perú||||PE|Cercado de Lima, Lima|Lima Departamento|Las Cantutas 732, Lima 15023, Perú|-12.129705825452358|-76.96897717612687
$ 5,700,000|/inmueble/4b90-a2e7-6fbdf736-41bcc43e5ef7-1273|Terreno en  Avenida Manuel Olguín 276, Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Avenida Manuel Olguín 276, Surco, Perú|-12.087503669282924|-76.9735199958086
$ 637,500|/inmueble/398774|Terreno en  Santa Cruz, Lima|250m2|||PE|Santa Cruz, Miraflores, Lima|Lima Departamento||-12.1218489|-77.0378035
$ 100|/inmueble/594908|Terreno en  Cerro Azul, Cañete||||PE|Cerro Azul, Cañete|Lima Departamento||-13.0017334|-76.4487393
$ 650,000|/inmueble/fa83-9f71-e12d6f49-9b5e7ea90825-4be4|Terreno en  Orrantia, Lima||||PE|Orrantia, San Isidro, Lima|Lima Departamento||-12.0916474|-77.03784230000001
$ 250,000|/inmueble/5a1c-9181-1d409b79-3cd4fb948dd4-4580|Terreno en  Urbanización Mayorazgo, Guadalajara, Lima, Perú||||PE|Mayorazgo, Ate, Lima|Lima Departamento|Urbanización Mayorazgo, Guadalajara, Lima, Perú|-12.058489|-76.9398258
$ 270,000|/inmueble/543101|Terreno en  C. 2 Sur 311, Carabayllo 15122, Perú||||PE|Carabayllo, Lima|Lima Departamento|C. 2 Sur 311, Carabayllo 15122, Perú|-11.836249628377779|-77.05379700484623
$ 55,000|/inmueble/562198|Terreno en  Q35j+vr3, Cercado De Lima 15841, Perú||||PE|Villa El Salvador, Lima|Lima Departamento|Q35j+vr3, Cercado De Lima 15841, Perú|-12.240840987947118|-76.9181667845337
$ 43,000|/inmueble/460680|Terreno en  Calle Jose Galvez Egusquiza 545, Villa María Del Triunfo 15809, Perú||||PE|Surquillo, Lima|Lima Departamento|Calle Jose Galvez Egusquiza 545, Villa María Del Triunfo 15809, Perú|-12.159827095365035|-76.94531931691895
$ 41,000|/inmueble/626658|Terreno en  San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú||||PE|Pachacamac, Lima|Lima Departamento|San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú|-12.1546194|-76.8503281
$ 42,498|/inmueble/619360|Terreno en  C7qh+2v San Antonio, Perú||||PE|San Antonio, Cañete|Lima Departamento|C7qh+2v San Antonio, Perú|-12.5623932399848|-76.72031881904907
$ 87,000|/inmueble/d67b-b0ff-a8e5f693-8bb7df517e63-4d03|Terreno en  4wcp+prx, Puente Piedra 15121, Perú||||PE|Puente Piedra, Lima|Lima Departamento|4wcp+prx, Puente Piedra 15121, Perú|-11.87859880300729|-77.06299993292694
$ 165,000|/inmueble/f051-9ab6-a2a328e9-77365d19be77-44a2|Terreno en  Sector 2 Grupo 4 Mz F, Villa El Salvador 15834, Perú||||PE|Villa El Salvador, Lima|Lima Departamento|Sector 2 Grupo 4 Mz F, Villa El Salvador 15834, Perú|-12.207739574279932|-76.93444941221162
$ 5,600,000|/inmueble/451486|Terreno en  Camposanto Parques Del Paraiso Pachacamac, Avenida Las Palmas, Esq, Perú||||PE|Pachacamac, Lima|Lima Departamento|Camposanto Parques Del Paraiso Pachacamac, Avenida Las Palmas, Esq, Perú|-12.2291068|-76.8876712
$ 29,500|/inmueble/467020|Terreno en  R4rw+cg4, Pachacamac 15593, Perú|90m2|||PE|Pachacamac, Lima|Lima Departamento|R4rw+cg4, Pachacamac 15593, Perú|-12.158957|-76.854042
$ 38,000|/inmueble/448735|Terreno en  Las Bahías, Condominios Ecológicos, Calle Carrizal, Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Las Bahías, Condominios Ecológicos, Calle Carrizal, Cieneguilla, Perú|-12.118512|-76.8139827
$ 40,000|/inmueble/596223|Terreno en  4xv3+qx4, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|4xv3+qx4, Carabayllo 15121, Perú|-11.855550167756155|-77.0458888486267
$ 505,000|/inmueble/877b-aaf5-5233f4d9-a60c70f43396-483b|Terreno en  Vía A Cayma Y Mar Azul, Asia, Perú||||PE|Asia, Cañete|Lima Departamento|Vía A Cayma Y Mar Azul, Asia, Perú|-12.7679523|-76.6048321
$ 40,000|/inmueble/464731|Terreno en  Q488+h99, C. 14, Lurín 15823, Perú||||PE|Pachacamac, Lima|Lima Departamento|Q488+h99, C. 14, Lurín 15823, Perú|-12.233408012497115|-76.88393393232421
$ 177,000|/inmueble/497582|Terreno en  Av. Autopista Ricardo Palma, Mz B Lt 19, Lurigancho-chosica 15464, Perú|1,024m2|||PE|Chosica, Lima|Lima Departamento|Av. Autopista Ricardo Palma, Mz B Lt 19, Lurigancho-chosica 15464, Perú|-11.991221|-76.835703
$ 3,840,000|/inmueble/357343|Terreno en  Lurigancho Chosica, Chosica, Lima, Lima, Peru|1,000,000m2|||PE|Chosica, Lima|Lima Departamento|Lurigancho Chosica, Chosica, Lima, Lima, Peru|-11.924442|-76.699011
$ 630,000|/inmueble/576675|Terreno en  Av. San Borja Sur, San Borja, Perú||||PE|San Borja, Lima|Lima Departamento|Av. San Borja Sur, San Borja, Perú|-12.1008494|-76.9996009
$ 1,040,000|/inmueble/554946|Terreno en  Av. San Martín 618, San Juan De Lurigancho, Perú||||PE|San Juan de Lurigancho, Lima|Lima Departamento|Av. San Martín 618, San Juan De Lurigancho, Perú|-11.9763301|-76.99422109999999
$ 90,000|/inmueble/479246|Terreno en  Puente Piedra, Perú||||PE|Puente Piedra, Lima|Lima Departamento|Puente Piedra, Perú|-11.8648256|-77.07442979999999
$ 310,000|/inmueble/453883|Terreno en  Pando, Lima||||PE|Pando, San Miguel, Lima|Lima Departamento||-12.0813834|-77.07856129999999
$ 2,100,000|/inmueble/594825|Terreno en  Av. Comandante Espinar 407, Miraflores, Perú||||PE|Santa Cruz, Miraflores, Lima|Lima Departamento|Av. Comandante Espinar 407, Miraflores, Perú|-12.1160776|-77.03716960000001
$ 2,765.32|/inmueble/590262|Terreno en  Villa Santa Rosalía, Huacho, Perú||||PE|Santa Maria, Huaura|Lima Departamento|Villa Santa Rosalía, Huacho, Perú|-11.1127095|-77.5167606
$ 69,000|/inmueble/581607|Terreno en  Asociación Agrícola Los Huertos De Cieneguilla Oficinas, Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Asociación Agrícola Los Huertos De Cieneguilla Oficinas, Cieneguilla, Perú|-12.1381794|-76.8122183
$ 80,000|/inmueble/541689|Terreno en  Urb Country Club Balneario Santa Rosa, Santa Rosa, Perú||||PE|Santa Rosa, Lima|Lima Departamento|Urb Country Club Balneario Santa Rosa, Santa Rosa, Perú|-11.8137199|-77.1747577
$ 54,990|/inmueble/548401|Terreno en  Calango Country Club, San Antonio, Perú||||PE|Calango, Cañete|Lima Departamento|Calango Country Club, San Antonio, Perú|-12.5500935|-76.6042848
$ 123,000|/inmueble/422004|Terreno en  Jirón Combate De Iquique, Santiago De Surco, Perú||||PE|Santiago de Surco, Lima|Lima Departamento|Jirón Combate De Iquique, Santiago De Surco, Perú|-12.1412362|-77.0060522
$ 783,200|/inmueble/421311|Terreno en  San Borja, Lima||||PE|San Borja, Lima|Lima Departamento||-12.1050685|-77.0111822
$ 30,000|/inmueble/a7fc-af6e-c7243055-6c026e1b88fd-4860|Terreno en  Puente Piedra, Lima||||PE|Puente Piedra, Lima|Lima Departamento||-11.8435843|-77.0986619
$ 29,500|/inmueble/8734-8297-1880f358-415b07b1fc6a-30fb|Terreno en  Carabayllo, Lima||||PE|Carabayllo, Lima|Lima Departamento||-11.841246|-77.044573
$ 42,000|/inmueble/511640|Terreno en  Urbanización El Portillo De Carapongo, Lurigancho-chosica, Perú||||PE|Chosica, Lima|Lima Departamento|Urbanización El Portillo De Carapongo, Lurigancho-chosica, Perú|-11.9894986|-76.86818459999999
$ 40,000|/inmueble/e3a0-b3c1-eed8fbb2-915ec52c9bf0-445f|Terreno en  5xg6+hcg, Carabayllo 15122, Perú||||PE|Carabayllo, Lima|Lima Departamento|5xg6+hcg, Carabayllo 15122, Perú|-11.822967153151625|-77.03945370821228
$ 38,000|/inmueble/467863|Terreno en  5rxp+hc Santa Rosa, Perú||||PE|Santa Rosa, Lima|Lima Departamento|5rxp+hc Santa Rosa, Perú|-11.801068|-77.1639
$ 47,826|/inmueble/650f-ade4-22c0e177-27024c429824-4eb6|Terreno en  El Mirador - La Planicie, Calle Los Bambúes, La Molina, Perú||||PE|Cieneguilla, Lima|Lima Departamento|El Mirador - La Planicie, Calle Los Bambúes, La Molina, Perú|-12.0640268|-76.88105010000001
$ 35,000|/inmueble/592072|Terreno en  Calle 5 47, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|Calle 5 47, Carabayllo 15121, Perú|-11.839541|-77.042924
$ 118,000|/inmueble/458024|Terreno en  Av. Luis Pardo 201, San Juan De Miraflores 15056, Perú||||PE|San Juan de Miraflores, Lima|Lima Departamento|Av. Luis Pardo 201, San Juan De Miraflores 15056, Perú|-12.177567745637514|-76.96544998902434
$ 190,000|/inmueble/428091|Terreno en  Chorrillos, Lima||||PE|Chorrillos, Lima|Lima Departamento||-12.191467|-77.011658
$ 720,000|/inmueble/547903|Terreno en  Victor Maldonado Begazo 536, Miraflores, Perú||||PE|San Antonio, Miraflores, Lima|Lima Departamento|Victor Maldonado Begazo 536, Miraflores, Perú|-12.120679|-77.007528
$ 190,000|/inmueble/546598|Terreno en  Calle San Luis 224, Chorrillos, Perú||||PE|Chorrillos, Lima|Lima Departamento|Calle San Luis 224, Chorrillos, Perú|-12.1918877|-77.0091515
$ 92,000|/inmueble/474116|Terreno en  Buganvillas De Pampa Tinajas., Cieneguilla, Perú||||PE|Cieneguilla, Lima|Lima Departamento|Buganvillas De Pampa Tinajas., Cieneguilla, Perú|-12.1173255|-76.7267786
$ 25,600|/inmueble/8ec7-9d7b-dd23801c-2268b305141-492a|Terreno en  Aucallama, Huaral, Perú||||PE|Aucallama, Huaral|Lima Departamento|Aucallama, Huaral, Perú|-11.5644646|-77.1743983
$ 80,000|/inmueble/436353|Terreno en  Carabayllo, Lima, Perú||||PE|Carabayllo, Lima|Lima Departamento|Carabayllo, Lima, Perú|-11.792902|-76.9873477
$ 80,000|/inmueble/e013-8bad-322b0751-6eed77eb2a1c-4945|Terreno en  Aucallama, Perú||||PE|Aucallama, Huaral|Lima Departamento|Aucallama, Perú|-11.5644646|-77.1743983
$ 1,150,000|/inmueble/329457|Terreno en  Rinconada Baja, La Molina, Lima, Lima, Peru||||PE|Rinconada Baja, La Molina, Lima|Lima Departamento|Rinconada Baja, La Molina, Lima, Lima, Peru|-12.0772863|-76.9353723
$ 5,400,000|/inmueble/229589|Terreno en  Avenida Las Torres, Lurigancho-chosica, Perú|20,000m2|||PE|San Juan de Lurigancho, Lima|Lima Departamento|Avenida Las Torres, Lurigancho-chosica, Perú|-12.00172499246232|-77.00841084122658
$ 180,000|/inmueble/464961|Terreno en  Condominio De Campo “las Praderas”, Carretera Panamericana Sur, Santa Cruz De Flores, Perú||||PE|Santa Cruz De Flores, Cañete|Lima Departamento|Condominio De Campo “las Praderas”, Carretera Panamericana Sur, Santa Cruz De Flores, Perú|-12.5819641|-76.6751483
$ 950,000|/inmueble/455444|Terreno en  Country Club, Lima|585.76m2|3|3|PE|Country Club, San Isidro, Lima|Lima Departamento||-12.096015|-77.055951
$ 906,691|/inmueble/444147|Terreno en  Chilca, Cañete, Perú||||PE|Chilca, Cañete|Lima Departamento|Chilca, Cañete, Perú|-12.5146159|-76.7349974
$ 3,770.89|/inmueble/531575|Terreno en  Av. Túpac Amaru 330, Carabayllo 15320, Perú||||PE|Carabayllo, Lima|Lima Departamento|Av. Túpac Amaru 330, Carabayllo 15320, Perú|-11.793649|-76.982815
$ 50,000|/inmueble/562199|Terreno en  4xf2+556, Carabayllo 15121, Perú||||PE|Carabayllo, Lima|Lima Departamento|4xf2+556, Carabayllo 15121, Perú|-11.877370864045014|-77.0494862989502
$ 110,000|/inmueble/608216|Terreno en  88jq+7j San Antonio, Perú||||PE|San Antonio, Cañete|Lima Departamento|88jq+7j San Antonio, Perú|-12.66925317545147|-76.66097062077637
$ 35,000|/inmueble/461670|Terreno en  Q488+v62, Lurín 15823, Perú||||PE|Pachacamac, Lima|Lima Departamento|Q488+v62, Lurín 15823, Perú|-12.233921147593447|-76.88461923207701
$ 390,000|/inmueble/4668-a672-e817e2c5-8bcbc46a4c1-4b1d|Terreno en  Surquillo, Lima||||PE|Surquillo, Lima|Lima Departamento||-12.0397086|-77.0505087
$ 40,000|/inmueble/446539|Terreno en  P5p9+vh Lurín, Perú|90m2|||PE|Lurin, Lima|Lima Departamento|P5p9+vh Lurín, Perú|-12.262817|-76.831012
$ 45,000|/inmueble/446512|Terreno en  Carr. Panamericana Sur 7020, San Vicente De Cañete 15700, Perú|1,000m2|||PE|San Vicente De Cañete, Cañete|Lima Departamento|Carr. Panamericana Sur 7020, San Vicente De Cañete 15700, Perú|-13.23327|-76.293903
$ 55,000|/inmueble/467860|Terreno en  Quilmana, Cañete||||PE|Quilmana, Cañete|Lima Departamento||-12.935772|-76.38543279999999
$ 38,000|/inmueble/553132|Terreno en  R4xj+hh9, Pachacamac 15594, Perú|98m2|||PE|Pachacamac, Lima|Lima Departamento|R4xj+hh9, Pachacamac 15594, Perú|-12.15|-76.866667
$ 65,000|/inmueble/471203|Terreno en  Condominio Las Lomas De San Fernando, Calle A, Pachacamac, Perú||||PE|El Sol De La Molina, La Molina, Lima|Lima Departamento|Condominio Las Lomas De San Fernando, Calle A, Pachacamac, Perú|-12.0837764|-76.8788621
$ 700,000|/inmueble/493750|Terreno en  Jirón Echenique, Magdalena Del Mar, Perú||||PE|Magdalena del Mar, Lima|Lima Departamento|Jirón Echenique, Magdalena Del Mar, Perú|-12.0899037|-77.0745116
$ 240,800|/inmueble/408609|Terreno en  Ex. Fundo Santa Rosa, Lurín, Perú||||PE|Lurin, Lima|Lima Departamento|Ex. Fundo Santa Rosa, Lurín, Perú|-12.2586416|-76.8867629
$ 45,000|/inmueble/7de6-ad31-84a9f4e0-36f8431a8aef-4ea8|Terreno en  La Floresta, Carabayllo, Perú||||PE|Carabayllo, Lima|Lima Departamento|La Floresta, Carabayllo, Perú|-11.8620736|-77.0444675
$ 66,000|/inmueble/c6c2-b046-763fdc2c-ef8bf989891f-4ce4|Terreno en  6c7p+6h Asia, Perú||||PE|Asia, Cañete|Lima Departamento|6c7p+6h Asia, Perú|-12.786909593876539|-76.56351888459473
$ 1,200,000|/inmueble/b46b-8246-693b0e78-a64c4ebed7d2-4d2e|Terreno en  Trabajo 215, Lima 15491, Perú||||PE|Salamanca De Monterrico, Ate, Lima|Lima Departamento|Trabajo 215, Lima 15491, Perú|-12.025216581664997|-76.91266407169493
$ 32,000|/inmueble/597125|Terreno en  San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú||||PE|Pachacamac, Lima|Lima Departamento|San Antonio De Pachacamac - Menorca, Manchay Alto, Pachacamac, Perú|-12.1546194|-76.8503281
$ 24,000|/inmueble/481152|Terreno en  6r5x+h4j, Calle 20, Santa Rosa 15123, Perú|90m2|||PE|Santa Rosa, Lima|Lima Departamento|6r5x+h4j, Calle 20, Santa Rosa 15123, Perú|-11.790657|-77.151953
$ 45,000|/inmueble/602967|Terreno en  C87r+52 Santa Cruz De Flores, Perú||||PE|Santa Cruz De Flores, Cañete|Lima Departamento|C87r+52 Santa Cruz De Flores, Perú|-12.587013112074633|-76.65994551827393
$ 30,000|/inmueble/528789|Terreno en  Jirón Los Jazmines, Pachacamac, Perú||||PE|Pachacamac, Lima|Lima Departamento|Jirón Los Jazmines, Pachacamac, Perú|-12.2131273|-76.8786416
